currentGen,iteration1,iteration2,iteration3,iteration4,iteration5,iteration6,iteration7,iteration8,iteration9,iteration10,iteration11,iteration12,iteration13,iteration14,iteration15,iteration16,iteration17,iteration18,iteration19,iteration20,iteration21,iteration22,iteration23,iteration24,iteration25,iteration26,iteration27,iteration28,iteration29,iteration30,iteration31,iteration32,iteration33,iteration34,iteration35,iteration36,iteration37,iteration38,iteration39,iteration40,iteration41,iteration42,iteration43,iteration44,iteration45,iteration46,iteration47,iteration48,iteration49,iteration50,iteration51,iteration52,iteration53,iteration54,iteration55,iteration56,iteration57,iteration58,iteration59,iteration60,iteration61,iteration62,iteration63,iteration64,iteration65,iteration66,iteration67,iteration68,iteration69,iteration70,iteration71,iteration72,iteration73,iteration74,iteration75,iteration76,iteration77,iteration78,iteration79,iteration80,iteration81,iteration82,iteration83,iteration84,iteration85,iteration86,iteration87,iteration88,iteration89,iteration90,iteration91,iteration92,iteration93,iteration94,iteration95,iteration96,iteration97,iteration98,iteration99,iteration100,mean
0,0.0009999275207519531,0.0010001659393310547,0.0009999275207519531,0.0,0.0,0.0,0.0,0.0010004043579101562,0.0009999275207519531,0.0010001659393310547,0.0,0.0,0.0,0.0010001659393310547,0.0,0.0009996891021728516,0.0,0.0,0.0009996891021728516,0.0010004043579101562,0.0,0.0,0.0010004043579101562,0.0,0.001001119613647461,0.0,0.0010001659393310547,0.0010004043579101562,0.0010001659393310547,0.0009999275207519531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001001119613647461,0.0,0.0,0.0010001659393310547,0.0,0.0,0.0010006427764892578,0.0,0.0,0.0009999275207519531,0.0,0.0,0.0,0.0009996891021728516,0.0,0.0,0.0,0.0,0.0,0.0010004043579101562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010006427764892578,0.0,0.0010001659393310547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010001659393310547,0.0010001659393310547,0.0,0.0009999275207519531,0.0010001659393310547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009999275207519531,0.0,0.0,0.001001596450805664,0.0,0.0,0.0010004043579101562,0.0,0.0,0.0,0.0,0.0003100776672363281
1,0.0009999275207519531,0.0010001659393310547,0.0009999275207519531,0.0,0.0,0.0,0.0,0.0010004043579101562,0.0009999275207519531,0.0010001659393310547,0.0,0.0,0.0,0.0010001659393310547,0.0,0.0009996891021728516,0.0010001659393310547,0.0010001659393310547,0.0009996891021728516,0.0010004043579101562,0.0,0.0,0.0010004043579101562,0.0,0.001001119613647461,0.0010004043579101562,0.0010001659393310547,0.0010004043579101562,0.0010001659393310547,0.0009999275207519531,0.0,0.0,0.0009996891021728516,0.0010001659393310547,0.0,0.0,0.0,0.0,0.001001119613647461,0.0,0.0,0.0010001659393310547,0.0010004043579101562,0.0,0.0010006427764892578,0.0009999275207519531,0.0,0.0009999275207519531,0.0009999275207519531,0.0010001659393310547,0.0,0.0009996891021728516,0.0,0.0,0.0,0.0,0.0010004043579101562,0.0010004043579101562,0.0010004043579101562,0.0,0.0,0.0,0.0010004043579101562,0.0,0.0,0.0010004043579101562,0.0010006427764892578,0.0010001659393310547,0.0010001659393310547,0.0,0.0,0.0,0.0,0.0010001659393310547,0.0,0.0010113716125488281,0.0009999275207519531,0.0010001659393310547,0.0010001659393310547,0.0,0.0009999275207519531,0.0010001659393310547,0.0010001659393310547,0.0,0.0,0.0010001659393310547,0.0,0.0,0.0,0.002000570297241211,0.0,0.0,0.001001596450805664,0.0,0.0010001659393310547,0.0010004043579101562,0.0,0.0,0.0010001659393310547,0.0,0.000530233383178711
2,0.002000093460083008,0.0010001659393310547,0.0009999275207519531,0.0009999275207519531,0.0009996891021728516,0.0010004043579101562,0.0010001659393310547,0.0010004043579101562,0.0009999275207519531,0.0010001659393310547,0.0010001659393310547,0.0,0.0,0.0010001659393310547,0.0,0.0009996891021728516,0.0010001659393310547,0.0010001659393310547,0.0009996891021728516,0.0010004043579101562,0.0,0.0,0.0010004043579101562,0.0,0.001001119613647461,0.0010004043579101562,0.0010001659393310547,0.0010004043579101562,0.0010001659393310547,0.0009999275207519531,0.0,0.0010001659393310547,0.0009996891021728516,0.0010001659393310547,0.0010004043579101562,0.0,0.0010004043579101562,0.0,0.001001119613647461,0.0010004043579101562,0.0009996891021728516,0.0010001659393310547,0.0010004043579101562,0.0010001659393310547,0.0010006427764892578,0.0009999275207519531,0.001001119613647461,0.0009999275207519531,0.0009999275207519531,0.0010001659393310547,0.0,0.0009996891021728516,0.0010001659393310547,0.0010004043579101562,0.0,0.0,0.0010004043579101562,0.0010004043579101562,0.0010004043579101562,0.0,0.0009996891021728516,0.0010004043579101562,0.0010004043579101562,0.0009996891021728516,0.0009999275207519531,0.0010004043579101562,0.0010006427764892578,0.0010001659393310547,0.0010001659393310547,0.0,0.0010006427764892578,0.0010004043579101562,0.0,0.0010001659393310547,0.0009999275207519531,0.0010113716125488281,0.0009999275207519531,0.0010001659393310547,0.0010001659393310547,0.0,0.0009999275207519531,0.0010001659393310547,0.0010001659393310547,0.0010006427764892578,0.0010004043579101562,0.0010001659393310547,0.0,0.0,0.0,0.002000570297241211,0.0,0.0010001659393310547,0.001001596450805664,0.0010004043579101562,0.0010001659393310547,0.0010004043579101562,0.0,0.0010001659393310547,0.0010001659393310547,0.0,0.0008002924919128418
3,0.002000093460083008,0.0010001659393310547,0.0009999275207519531,0.0009999275207519531,0.0009996891021728516,0.0010004043579101562,0.0010001659393310547,0.0010004043579101562,0.0009999275207519531,0.0010001659393310547,0.0010001659393310547,0.0,0.0010001659393310547,0.0010001659393310547,0.0,0.0009996891021728516,0.0010001659393310547,0.0010001659393310547,0.0009996891021728516,0.0010004043579101562,0.0,0.0,0.0010004043579101562,0.0,0.001001119613647461,0.0010004043579101562,0.0010001659393310547,0.0010004043579101562,0.0010001659393310547,0.0009999275207519531,0.0,0.0010001659393310547,0.0009996891021728516,0.0010001659393310547,0.0010004043579101562,0.0,0.0010004043579101562,0.0,0.001001119613647461,0.0010004043579101562,0.0009996891021728516,0.0010001659393310547,0.0010004043579101562,0.0010001659393310547,0.0010006427764892578,0.0009999275207519531,0.001001119613647461,0.0009999275207519531,0.0009999275207519531,0.0010001659393310547,0.0010001659393310547,0.0009996891021728516,0.0010001659393310547,0.0010004043579101562,0.0,0.0,0.0010004043579101562,0.0010004043579101562,0.0010004043579101562,0.0,0.0009996891021728516,0.0010004043579101562,0.0010004043579101562,0.0009996891021728516,0.0009999275207519531,0.0010004043579101562,0.0010006427764892578,0.0010001659393310547,0.0010001659393310547,0.0,0.0010006427764892578,0.0010004043579101562,0.0,0.0010001659393310547,0.0009999275207519531,0.0010113716125488281,0.0009999275207519531,0.0010001659393310547,0.0010001659393310547,0.0009999275207519531,0.0009999275207519531,0.0010001659393310547,0.0010001659393310547,0.0010006427764892578,0.002001047134399414,0.0010001659393310547,0.0010006427764892578,0.0010001659393310547,0.0010001659393310547,0.002000570297241211,0.0,0.0010001659393310547,0.001001596450805664,0.0010004043579101562,0.0010001659393310547,0.0010004043579101562,0.0009999275207519531,0.0010001659393310547,0.0010001659393310547,0.0010001659393310547,0.0008903121948242187
4,0.002000093460083008,0.002000093460083008,0.002000570297241211,0.0009999275207519531,0.0009996891021728516,0.0010004043579101562,0.0010001659393310547,0.0010004043579101562,0.0020003318786621094,0.0010001659393310547,0.0010001659393310547,0.0009999275207519531,0.0010001659393310547,0.0010001659393310547,0.0010004043579101562,0.0009996891021728516,0.0010001659393310547,0.0010001659393310547,0.0009996891021728516,0.0010004043579101562,0.0010004043579101562,0.0009999275207519531,0.0010004043579101562,0.0010001659393310547,0.001001119613647461,0.0010004043579101562,0.0010001659393310547,0.0010004043579101562,0.0010001659393310547,0.0009999275207519531,0.002000570297241211,0.0010001659393310547,0.0009996891021728516,0.0010001659393310547,0.0010004043579101562,0.0009999275207519531,0.0010004043579101562,0.0010004043579101562,0.002001047134399414,0.0010004043579101562,0.0009996891021728516,0.0010001659393310547,0.0010004043579101562,0.0010001659393310547,0.0010006427764892578,0.0009999275207519531,0.001001119613647461,0.0009999275207519531,0.0009999275207519531,0.0010001659393310547,0.0010001659393310547,0.0009996891021728516,0.0010001659393310547,0.0010004043579101562,0.0010001659393310547,0.0010004043579101562,0.0010004043579101562,0.0020003318786621094,0.0010004043579101562,0.0010001659393310547,0.0009996891021728516,0.0010004043579101562,0.0010004043579101562,0.0009996891021728516,0.0009999275207519531,0.0010004043579101562,0.0020008087158203125,0.0010001659393310547,0.0010001659393310547,0.0010001659393310547,0.0010006427764892578,0.0010004043579101562,0.0,0.0010001659393310547,0.0009999275207519531,0.0010113716125488281,0.0009999275207519531,0.0010001659393310547,0.0010001659393310547,0.0009999275207519531,0.0009999275207519531,0.0010001659393310547,0.0010001659393310547,0.0010006427764892578,0.002001047134399414,0.0010001659393310547,0.0010006427764892578,0.0010001659393310547,0.0010001659393310547,0.002000570297241211,0.0009999275207519531,0.0010001659393310547,0.001001596450805664,0.0010004043579101562,0.0010001659393310547,0.0010004043579101562,0.0009999275207519531,0.0010001659393310547,0.0010001659393310547,0.0010001659393310547,0.0010903477668762207
5,0.002000093460083008,0.002000093460083008,0.0030007362365722656,0.0009999275207519531,0.0009996891021728516,0.0010004043579101562,0.0010001659393310547,0.002000093460083008,0.0020003318786621094,0.0010001659393310547,0.0010001659393310547,0.0009999275207519531,0.0010001659393310547,0.0010001659393310547,0.0010004043579101562,0.0019998550415039062,0.0010001659393310547,0.0010001659393310547,0.0009996891021728516,0.0020008087158203125,0.0010004043579101562,0.0009999275207519531,0.0020003318786621094,0.0010001659393310547,0.0020008087158203125,0.0020003318786621094,0.0010001659393310547,0.002000570297241211,0.002000570297241211,0.0009999275207519531,0.002000570297241211,0.0010001659393310547,0.0009996891021728516,0.0010001659393310547,0.0010004043579101562,0.002000093460083008,0.0010004043579101562,0.0010004043579101562,0.002001047134399414,0.0010004043579101562,0.0009996891021728516,0.0010001659393310547,0.0010004043579101562,0.0010001659393310547,0.0010006427764892578,0.0009999275207519531,0.001001119613647461,0.0009999275207519531,0.0009999275207519531,0.0010001659393310547,0.0010001659393310547,0.002000093460083008,0.0010001659393310547,0.0010004043579101562,0.0010001659393310547,0.002000570297241211,0.0010004043579101562,0.0020003318786621094,0.0010004043579101562,0.0010001659393310547,0.0009996891021728516,0.0010004043579101562,0.0010004043579101562,0.0009996891021728516,0.0009999275207519531,0.0010004043579101562,0.0020008087158203125,0.0020003318786621094,0.002000570297241211,0.0010001659393310547,0.0010006427764892578,0.0010004043579101562,0.0010001659393310547,0.0010001659393310547,0.002000093460083008,0.0010113716125488281,0.0009999275207519531,0.0020003318786621094,0.0020008087158203125,0.0009999275207519531,0.002000093460083008,0.0010001659393310547,0.0010001659393310547,0.0010006427764892578,0.002001047134399414,0.0010001659393310547,0.0010006427764892578,0.0010001659393310547,0.0010001659393310547,0.0030012130737304688,0.0009999275207519531,0.0010001659393310547,0.0020003318786621094,0.0010004043579101562,0.0010001659393310547,0.002000570297241211,0.0009999275207519531,0.0010001659393310547,0.0010001659393310547,0.0010001659393310547,0.0013103747367858886
6,0.0030002593994140625,0.002000093460083008,0.0030007362365722656,0.002001047134399414,0.0019998550415039062,0.0010004043579101562,0.0010001659393310547,0.002000093460083008,0.0020003318786621094,0.0019998550415039062,0.0010001659393310547,0.0009999275207519531,0.0010001659393310547,0.0020008087158203125,0.0010004043579101562,0.0019998550415039062,0.0010001659393310547,0.0010001659393310547,0.002000093460083008,0.0020008087158203125,0.0010004043579101562,0.0009999275207519531,0.0020003318786621094,0.0010001659393310547,0.0020008087158203125,0.0020003318786621094,0.002000570297241211,0.002000570297241211,0.002000570297241211,0.0020003318786621094,0.002000570297241211,0.0010001659393310547,0.0019998550415039062,0.0010001659393310547,0.0010004043579101562,0.002000093460083008,0.0010004043579101562,0.0010004043579101562,0.002001047134399414,0.0010004043579101562,0.0009996891021728516,0.0020008087158203125,0.0020003318786621094,0.0010001659393310547,0.0020008087158203125,0.0009999275207519531,0.001001119613647461,0.0020003318786621094,0.0009999275207519531,0.002000570297241211,0.0010001659393310547,0.002000093460083008,0.0010001659393310547,0.0010004043579101562,0.0010001659393310547,0.002000570297241211,0.0020012855529785156,0.0020003318786621094,0.002000570297241211,0.0010001659393310547,0.0019996166229248047,0.0020003318786621094,0.0010004043579101562,0.0009996891021728516,0.0009999275207519531,0.0010004043579101562,0.0020008087158203125,0.0020003318786621094,0.002000570297241211,0.0010001659393310547,0.0010006427764892578,0.0010004043579101562,0.0010001659393310547,0.0020008087158203125,0.003000497817993164,0.0010113716125488281,0.0009999275207519531,0.0020003318786621094,0.0020008087158203125,0.0009999275207519531,0.002000093460083008,0.0020003318786621094,0.0020003318786621094,0.0010006427764892578,0.002001047134399414,0.0010001659393310547,0.0010006427764892578,0.0010001659393310547,0.0010001659393310547,0.0030012130737304688,0.0009999275207519531,0.0010001659393310547,0.0020003318786621094,0.002000570297241211,0.0010001659393310547,0.002000570297241211,0.0009999275207519531,0.0010001659393310547,0.0010001659393310547,0.0010001659393310547,0.0015404462814331056
7,0.0030002593994140625,0.002000093460083008,0.0030007362365722656,0.002001047134399414,0.0019998550415039062,0.0010004043579101562,0.0020003318786621094,0.002000093460083008,0.0020003318786621094,0.003000497817993164,0.0010001659393310547,0.0009999275207519531,0.0010001659393310547,0.0020008087158203125,0.0010004043579101562,0.0019998550415039062,0.0020003318786621094,0.0020003318786621094,0.002000093460083008,0.0020008087158203125,0.0010004043579101562,0.0009999275207519531,0.0020003318786621094,0.0010001659393310547,0.0020008087158203125,0.0020003318786621094,0.002000570297241211,0.002000570297241211,0.002000570297241211,0.0020003318786621094,0.002000570297241211,0.0010001659393310547,0.0019998550415039062,0.002001047134399414,0.0010004043579101562,0.002000093460083008,0.0010004043579101562,0.0010004043579101562,0.002001047134399414,0.0010004043579101562,0.0019998550415039062,0.0020008087158203125,0.0020003318786621094,0.0010001659393310547,0.0020008087158203125,0.0020003318786621094,0.0020008087158203125,0.0020003318786621094,0.0020003318786621094,0.002000570297241211,0.0010001659393310547,0.002000093460083008,0.0020003318786621094,0.0010004043579101562,0.0010001659393310547,0.002000570297241211,0.0020012855529785156,0.0020003318786621094,0.002000570297241211,0.0010001659393310547,0.0019996166229248047,0.0020003318786621094,0.0020003318786621094,0.0009996891021728516,0.0009999275207519531,0.0020008087158203125,0.0020008087158203125,0.0020003318786621094,0.002000570297241211,0.0010001659393310547,0.0010006427764892578,0.0010004043579101562,0.0010001659393310547,0.0020008087158203125,0.003000497817993164,0.002003192901611328,0.002000093460083008,0.0020003318786621094,0.0020008087158203125,0.0009999275207519531,0.002000093460083008,0.0020003318786621094,0.0020003318786621094,0.002000570297241211,0.002001047134399414,0.002000570297241211,0.0010006427764892578,0.0010001659393310547,0.0010001659393310547,0.0030012130737304688,0.0009999275207519531,0.0020003318786621094,0.0020003318786621094,0.002000570297241211,0.0020008087158203125,0.002000570297241211,0.0009999275207519531,0.0020003318786621094,0.002000570297241211,0.0010001659393310547,0.001740415096282959
8,0.0030002593994140625,0.002000093460083008,0.0030007362365722656,0.002001047134399414,0.0019998550415039062,0.0020003318786621094,0.0020003318786621094,0.002000093460083008,0.0020003318786621094,0.003000497817993164,0.0019998550415039062,0.0009999275207519531,0.0010001659393310547,0.0020008087158203125,0.0010004043579101562,0.0019998550415039062,0.0020003318786621094,0.0020003318786621094,0.002000093460083008,0.0020008087158203125,0.0010004043579101562,0.0009999275207519531,0.0020003318786621094,0.0010001659393310547,0.0020008087158203125,0.0020003318786621094,0.002000570297241211,0.002000570297241211,0.002000570297241211,0.0020003318786621094,0.003000974655151367,0.0020003318786621094,0.0019998550415039062,0.002001047134399414,0.0020003318786621094,0.002000093460083008,0.0020003318786621094,0.0010004043579101562,0.002001047134399414,0.002000570297241211,0.003000497817993164,0.0020008087158203125,0.0020003318786621094,0.002000093460083008,0.0020008087158203125,0.0020003318786621094,0.0020008087158203125,0.0020003318786621094,0.0020003318786621094,0.002000570297241211,0.0020003318786621094,0.002000093460083008,0.0020003318786621094,0.002000570297241211,0.0010001659393310547,0.003000497817993164,0.0020012855529785156,0.0020003318786621094,0.002000570297241211,0.0010001659393310547,0.0019996166229248047,0.0020003318786621094,0.0020003318786621094,0.0019996166229248047,0.002000570297241211,0.0020008087158203125,0.0020008087158203125,0.0020003318786621094,0.002000570297241211,0.0010001659393310547,0.002001047134399414,0.002000570297241211,0.0010001659393310547,0.0020008087158203125,0.003000497817993164,0.002003192901611328,0.002000093460083008,0.0020003318786621094,0.0020008087158203125,0.0009999275207519531,0.002000093460083008,0.0020003318786621094,0.0020003318786621094,0.002000570297241211,0.003000974655151367,0.002000570297241211,0.002000570297241211,0.0010001659393310547,0.0010001659393310547,0.0030012130737304688,0.0009999275207519531,0.003000974655151367,0.0020003318786621094,0.002000570297241211,0.0020008087158203125,0.002000570297241211,0.0009999275207519531,0.0020003318786621094,0.002000570297241211,0.0020003318786621094,0.001940443515777588
9,0.0030002593994140625,0.002000093460083008,0.004000186920166016,0.002001047134399414,0.0019998550415039062,0.0020003318786621094,0.0020003318786621094,0.002000093460083008,0.003000497817993164,0.003000497817993164,0.0019998550415039062,0.0009999275207519531,0.0020008087158203125,0.0020008087158203125,0.0010004043579101562,0.0019998550415039062,0.0020003318786621094,0.0020003318786621094,0.002000093460083008,0.0030012130737304688,0.0010004043579101562,0.0009999275207519531,0.0020003318786621094,0.0010001659393310547,0.0020008087158203125,0.0020003318786621094,0.002000570297241211,0.002000570297241211,0.002000570297241211,0.0020003318786621094,0.003000974655151367,0.0020003318786621094,0.0019998550415039062,0.002001047134399414,0.0020003318786621094,0.003000020980834961,0.0020003318786621094,0.0020008087158203125,0.002001047134399414,0.002000570297241211,0.003000497817993164,0.0020008087158203125,0.0020003318786621094,0.002000093460083008,0.0020008087158203125,0.0020003318786621094,0.0020008087158203125,0.0020003318786621094,0.0020003318786621094,0.002000570297241211,0.003000974655151367,0.002000093460083008,0.0020003318786621094,0.002000570297241211,0.0010001659393310547,0.003000497817993164,0.0020012855529785156,0.0020003318786621094,0.002000570297241211,0.0010001659393310547,0.0019996166229248047,0.0020003318786621094,0.0020003318786621094,0.0019996166229248047,0.002000570297241211,0.0020008087158203125,0.0020008087158203125,0.0020003318786621094,0.002000570297241211,0.0019998550415039062,0.002001047134399414,0.002000570297241211,0.0010001659393310547,0.0020008087158203125,0.00400090217590332,0.002003192901611328,0.002000093460083008,0.0020003318786621094,0.0020008087158203125,0.0019998550415039062,0.002000093460083008,0.0020003318786621094,0.0020003318786621094,0.002000570297241211,0.003000974655151367,0.002000570297241211,0.002000570297241211,0.002000570297241211,0.0020008087158203125,0.0030012130737304688,0.0009999275207519531,0.003000974655151367,0.0020003318786621094,0.002000570297241211,0.0020008087158203125,0.002000570297241211,0.002000093460083008,0.0020003318786621094,0.002000570297241211,0.0020003318786621094,0.002070472240447998
